Latitude,Longitude,Address
18.790447,73.298599,McDonalds Family REstaurantsSajgaon B Villaage SajgaonTaluka Khalpur District Raigad
19.204155,72.851114,"Om Sai Plaza., Opp Jain SweetNear Kandivali Station Kandiwali WestMUmbai 400067"
19.030738,73.066472,"Little World Mall & MultiplexShop no. 13 & 14,Plot no. 21, Sector – 2,"
19.173513,72.86004,"Oberoi Mall, 3rd Floor Food courtGokuldam, Off Western Express HighwayGoregoan (E), Mumbai - 66"
19.179053,72.836167,"Evershine Mall,Junction of Mind space & Link RoadMalad West, Mumbai - 400064"
19.287248,72.867629,"Ostval Orbit, Mira Bhayanadar Road,Mira Raod,Thane- 401107"
19.05224,72.901733,V N Purav Marg Near Diomand GardenChembur East Mumbai -400071
19.065904,73.000759,"Unit no 9 & 10, 2nd floorFood Court, Inorbit Mall , Plot no 39/1Sector 30-A, Opp Vashi Railway Station, 400705 "
19.230241,73.123178,"2nd Floor , KS 37, Metro Junction MalNetivali Baug Shil Phata Road,Kalyan – 421 306."
19.18409,72.951398,"R mall, Unit No.1 Food Court,3rd Floor, LBS Marg, Mulund WestMumbai-400080"
19.267946,72.964954,"Big Mall - Thane, Big Shopping centreGhodbunder Road, KasarwadavaliP.O Thane West, Thane 400607"
19.203403,72.85967,"G 01 & G O1A,GROWEL 101, Akurli RoadKandivili (East), Mumbai - 400 101"
19.106022,72.884873,"Unit nos 2 & 3,Shivai Dongre Industrial Premises co-op Soc Ltd89, Kurla Andheri Road, Saki Naka, Mumbai 400 072"
19.141054,72.831255,"Unit no 209 - 210, 2nd floorInfinity mall, Link RoadOshiwara - Andheri(West), Mumbai"
19.184733,72.833512,"Infinity Mall Malad (west), Kitchen Unit No. TF 314 - 315 - 316, Mumbai, Maharashtra 400064, India"
19.258283,72.853011,"Unit no 1, A-Wing, Jayaram HeightsGagangiri Complex, New Link Road,Kandarpada, Dahisar(w), Mumbai 400 068"
19.172703,72.835483,"Units no 15B & 16, Food Court, Inorbit Mall, Link Road, Mumbai, Maharashtra 400064, India"
19.118343,73.006558,"Plot no 11, Near Ghansoli Railway StationThane Belapur Raod, Ghansoli DistrictThane - 400 701"
19.11985,72.846139,"Shirin Mansion, Ground Floor, Shop No 1, Gazder Road, Mumbail, Maharashtra 400058, India"
19.141738,72.931891,"Magnet Mal -BhandupNeptune Magnet MallLBS Marg, Bandup - WestMumbai -78"
19.08713,72.8889,"Unit Nos S1 & S2, Phoenix Market CityFood Court, 2nd Floor, L.B.S MargKurla (West)Mumbai - 400070"
19.011198,73.034858,"Sai Sagar, Shop No 17, Ground FloorPlot no 69, Sector no 15, CBD BelapurNavi Mumbai 400 614"
19.208959,72.87269,
19.101084,73.010199,"Balaji Multiplex,Plot no. 90, Sector 8,Koparkhairane, Navi Mumbai - 400 709"
19.403958,72.837654,"Evershine City,Vasai (East),Maharashtra, Pin Code 401208Vasai"
19.211783,72.984947,"Lodha Boulevard, Shop no 1,2,3,4 &5Ground Floor, Opp Eastern Express HighwayThane West, 400 601"
19.173228,72.957033,"Shanti Bhuvan Junction Of J.D. Road and N.S. RoadMulund (West), MumbaiMumbai-400080"
19.235217,73.159641,"Green Land Apt, Block No A-40Room No 235 to 238, Bansuri RestaurantGol Maidan, Ulhasnagar- 421002"
19.147335,72.995337,"Plot no 6A, Ripples MallSector -7, AiroliNavi Mumbai - 400 708"
19.142043,72.931816,"Magnet Mal -Bhandup, Unit no F-3023rd Floor, Neptune Magnet MallLBS Marg, Bandup - WestMumbai -78"
19.20884,72.972106,"Unit number FC-11 A, Viviana MallSecond Floor, Near Jupiter HospitalEastern Express Highway,Panch PakhadiThane – 400 706"
19.213688,72.864776,"Thakur Polytechnic College90 Feet Road, Thakur ComplexKandivili (East), Mumbai - 400 101"
19.023115,72.841838,V N Purav Marg Near Diomand GardenChembur East Mumbai -400071 
19.099629,72.916448,"Unit No T-2C, 3rd Floor, R CityLBS Marg, Ghatkopar West,Mumbai 400 086, Ghatkopar, Maharashatra"
19.099381,72.916453,"Unit no G- 57C, Ground Floor, R CityLBS Marg, Ghatkopar West,Mumbai 400 086, Ghatkopar, Maharashatra"
19.229987,72.977177,"R Mall ThaneShop No GF 13 & 14, FF 15, 16 & 17Godbunder Road, Manpada"
19.294382,72.848108," Landmark, Next to Nidh Hotel,Opp Maxus Mall, Uttan Road, Bhayander WestThane 401 101"
19.024539,73.022273,"Shop NO RB.1, Hawares centurion Mall1st Floor, Sector No 19, Nerul - East, SeawoodNavi Mumbai 400 706"
19.253248,73.137297,"Shelar park, Bldg No.5,Barave Road,Near Khadakpada CircleKhadakpada, Kalyan(West) 421301."
19.367614,72.816369,"Ground / First Floor, A to Z,Near Kauls Heritage City, Agrawal ComplexBeside Allahabad Bank , Bhabhola NakaVasai West, 401202"
19.123016,72.864338,"Sai Elegance, Village MulgaonMahakali Caves Road, Taluka AndheriAndheri East, 400 097"
19.1184,72.847812,"Hingu Bhavan, Sahar RoadAndheri East Station, Agarkar ChowkMumbai, Maharashatra 400059"
19.17908,72.846367,"Shop no 1, 2 Unity HeightsS V RoadMalad West, Mumbai,S V Road Malad W"
19.161525,72.846216,"Shalimar Miracle (Landmark: Near to City Centre Mall)Jawahar Nagar, SV roadGoregaon (W) -400104"
19.165325,72.851203,"Anupam Chitra MandirPahadi Eksar, Station Road, near Bus StaGoregaon East, Mumbai 400063"
19.465396,72.805671,"Global City,Yashwant BuildingOpposite Magnus Motor,Bypass Road,Vasai TalukaVirar West.Palghar – 401303."
19.678909,72.908111,Food Hub Mall Opposite Apple RestaurantHaloli Gaon NH8 ManorPalghar District – Thane Pin code- 401403
18.992957,73.115786,"Balaji Aangan Orion Mall, Shop No 18 & 19Mumbai –Goa Road FP No 311, Nr. Panvel Bus DepotNavi Mumbai, Panvel, Pin – 410206"
19.054478,72.828207," McDonalds Family Restaurants, Khan House, 1st Floor, Next Times square, Next to Stanislaus High School, Hill Road, Bandra West, Mumbai - 400050"
19.303224,73.109326,"McDonalds Family Restaurant, Rohit Petrol Pump, Beside Arham Logic parc, Near Pre Residency School , Mumbai –Nasik highway(NH3), Town Bhiwnadi,   Dist – Thane, Pin code - 421302"
19.065363,72.861564,"Urban Plaza, Plot C-5, GN block, Near Asian Heart Hospital, BKC, Mumbai- 400051"
19.329416,72.892939,"McDonalds Family restaurants.Survey No.58, Maljipada, Mumbai Ahmedabad National Highway No.8, Opposite Krishna Resorts & Water Park.Behind SP Dhaba, Near HP Petrol Pump,Naigaon, Tal - Vasai, Dist - PalgharPin CODE- 401208"
19.14998,72.85504,"McDonalds Family Restaurants,Nesco Hospitality Pvt Ltd, Hall no. 2,Food court , Nesco Complex, gate no2 , Off. western express highway, Opp. Mahananda Dairy, Goregaon (East) Mumbai - 400063"

